Authors, Title, Journal, Year, DOI
"Mudau, P.T., Masoga T.R., Mutavhatsindi, H., Dongola, T., Zininga, T., Shonhai, A.,", "A Type IV Plasmodium falciparum J Domain Protein Demonstrates Gametocyte Stage-Specific Expression and Binds to Hsp70 Without Stimulating ATPase Activity", "Cell Press", 2025, "DOI:10.2139/ssrn.5196361"
